3.534458561282907851e+01,6.997144424594522150e+01,0.000000000000000000e+00
6.278644854121098717e+01,2.499824164076017396e+01,0.000000000000000000e+00
8.934387594600177174e-01,2.510936994471718364e+00,0.000000000000000000e+00
4.300369132670624484e-01,1.208344469608518823e+00,0.000000000000000000e+00
4.300369132670624484e-01,1.208344469608518823e+00,0.000000000000000000e+00
4.448657723452370538e-02,5.204743349885355280e-02,0.000000000000000000e+00
5.507861943321982340e-02,8.440124351165440714e-03,0.000000000000000000e+00
3.177612659608835665e-03,8.440124351165440714e-03,0.000000000000000000e+00
2.118408439739223777e-03,5.626749567443627142e-03,0.000000000000000000e+00
1.059204219869611888e-03,2.813374783721813571e-03,0.000000000000000000e+00
5.296021099348059442e-04,1.406687391860906786e-03,0.000000000000000000e+00
5.296021099348059442e-04,1.406687391860906786e-03,0.000000000000000000e+00
5.296021099348059442e-04,1.406687391860906786e-03,0.000000000000000000e+00
5.296021099348059442e-04,1.406687391860906786e-03,0.000000000000000000e+00
5.296021099348059442e-04,1.406687391860906786e-03,0.000000000000000000e+00
5.296021099348059442e-04,1.406687391860906786e-03,0.000000000000000000e+00
5.296021099348059442e-04,1.406687391860906786e-03,0.000000000000000000e+00
5.296021099348059442e-04,1.406687391860906786e-03,0.000000000000000000e+00
5.296021099348059442e-04,1.406687391860906786e-03,0.000000000000000000e+00
5.296021099348059442e-04,1.406687391860906786e-03,0.000000000000000000e+00
5.296021099348059442e-04,1.406687391860906786e-03,0.000000000000000000e+00
5.296021099348059442e-04,1.406687391860906786e-03,0.000000000000000000e+00
5.296021099348059442e-04,1.406687391860906786e-03,0.000000000000000000e+00
5.296021099348059442e-04,1.406687391860906786e-03,0.000000000000000000e+00
5.296021099348059442e-04,1.406687391860906786e-03,0.000000000000000000e+00
5.296021099348059442e-04,1.406687391860906786e-03,0.000000000000000000e+00
5.296021099348059442e-04,1.406687391860906786e-03,0.000000000000000000e+00
5.296021099348059442e-04,1.406687391860906786e-03,0.000000000000000000e+00
