0.000000000000000000e+00,8.020658115707677283e+00,1.068739355358425236e+01,1.185277912693983637e+01,1.090855457702633302e+01,1.354014042160358500e+01,1.475065616797900248e+01,1.505328923190003643e+01,1.142995169082125528e+01,1.287394264493501161e+01,1.097393689986282617e+01,8.616187989556136628e+00,9.090909090909091717e+00,7.619047619047618625e+00,9.090909090909091717e+00,7.142857142857143238e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.294066060969972981e-02,3.042812557659679493e-02,4.509061962026461590e-02,5.085629590465774036e-02,1.234405833679164538e-01,1.393992417614464907e+00,1.440646821021683177e+00,3.082125603864734220e+00,5.095935630286775542e+00,8.230452674897119181e+00,9.138381201044387225e+00,9.090909090909091717e+00,9.047619047619047450e+00,1.168831168831168910e+01,1.250000000000000000e+01,2.400000000000000000e+01,2.500000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,7.968507928590501166e+00,8.542904350713280692e+00,8.121182431915251243e+00,8.753730603481278294e+00,4.788139540792560211e+00,9.932925051035287112e+00,1.035648658581403936e+01,7.314009661835748410e+00,8.314421291520528001e+00,5.624142661179698521e+00,6.788511749347258650e+00,5.000000000000000000e+00,6.666666666666666963e+00,6.493506493506493449e+00,3.571428571428571619e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999989996397296466e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.749521871903688464e+00,2.186478166432598069e+00,2.952809326521495414e+00,3.257785002792663587e+00,6.883241723340645102e+00,9.892096821230680348e+00,1.142962146269753809e+01,1.021256038647342912e+01,1.105838663090571572e+01,8.504801097393690057e+00,7.310704960835509247e+00,6.363636363636363313e+00,6.190476190476190688e+00,3.896103896103896069e+00,3.571428571428571619e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.827034873870418075e+00,8.004724220834201986e+00,7.583991716686173667e+00,7.611438556164774383e+00,7.592548677513064170e+00,4.820647419072615847e+00,4.325615582506431522e+00,4.183574879227053067e+00,3.507324118011140968e+00,2.880658436213991980e+00,2.349869451697128131e+00,2.272727272727272929e+00,1.904761904761904656e+00,1.298701298701298690e+00,0.000000000000000000e+00,4.000000000000000000e+00,6.250000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.514693543949155105e-02,2.006961474201065035e-02,2.957332305341429241e-02,3.264152114324308379e-02,7.855309850685593398e-02,8.894721493146690028e-01,9.114296214626975701e-01,1.951690821256038655e+00,2.950278522797606939e+00,4.938271604938271331e+00,5.744125326370757456e+00,5.909090909090909172e+00,5.714285714285714413e+00,7.792207792207792139e+00,5.357142857142856762e+00,2.000000000000000000e+01,1.250000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,7.792268082458967626e+00,7.968330702857330472e+00,7.546972874652252194e+00,7.002291354187907046e+00,7.532628119891930929e+00,4.622338874307378553e+00,4.002205071664828750e+00,2.425120772946860015e+00,3.156591706210026604e+00,3.017832647462276974e+00,2.872062663185378728e+00,2.727272727272727071e+00,9.523809523809523281e-01,3.896103896103896069e+00,1.785714285714285809e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.979368992901610724e+00,2.447984321653958073e+00,2.876614529477992566e+00,3.146803830905636978e+00,6.317701760775113584e+00,3.992417614464858655e+00,4.542447629547960553e+00,4.560386473429951515e+00,4.064369713224674996e+00,5.075445816186556769e+00,3.655352480417754624e+00,3.636363636363636243e+00,4.761904761904761862e+00,3.896103896103896069e+00,1.785714285714285809e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.980907406478686461e+00,4.831181707239813328e+00,7.137121409276699247e+00,7.013574842978163915e+00,6.156572628797438718e+00,4.006999125109361515e+00,3.877251010657846386e+00,2.512077294685990392e+00,2.702702702702702631e+00,1.783264746227709141e+00,1.305483028720626715e+00,2.727272727272727071e+00,4.761904761904761640e-01,2.597402597402597380e+00,1.785714285714285809e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
