3.828648681009449461e+01,4.240539593906827065e+01,4.404510922577970433e+01,4.420174184686862162e+01,4.351287842919180093e+01,4.219313879165440540e+01,4.054936281765519368e+01,3.883632690158428602e+01,3.714118353084180768e+01,3.555949148462132570e+01,3.408492532143388587e+01,3.242908761182442134e+01,3.007220062110295444e+01,2.550499490810338798e+01,1.826203951394147751e+01,2.131894922327990827e+01,2.600526849868287371e+01,2.398074691322793583e+01,1.866602990663664130e+01,0.000000000000000000e+00
1.882127766201861974e+01,1.698185245468079074e+01,1.545853000042376912e+01,1.423090481041256439e+01,1.317190975191009095e+01,1.220958954826214438e+01,1.133065068656341268e+01,1.049636900161710074e+01,9.710492654460683326e+00,8.965325548660677768e+00,8.264397144285318575e+00,7.758329560394092717e+00,7.654547226632324453e+00,8.536031230299210293e+00,1.027827858571318131e+01,7.496458339511404390e+00,4.878998780250304534e+00,5.156140673519818307e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.497679388967208869e+00,4.388019849553961294e+00,5.246695715221237677e+00,6.136509991806728515e+00,7.086273921816971466e+00,8.093334675971316727e+00,9.129124829996159818e+00,1.016992429979351975e+01,1.117843788461014753e+01,1.209308827395527430e+01,1.288662338160612642e+01,1.328151256146990988e+01,1.266576433412508962e+01,9.229220212404829482e+00,9.780896202638482695e-01,1.114602046385217093e+00,2.031446992138251861e+00,2.039668799556933809e+00,2.495382435543860578e-01,0.000000000000000000e+00
6.711796388941905223e-01,8.477748888913320124e-01,1.011785811180082817e+00,1.186537796622688212e+00,1.377667767583540925e+00,1.585760815925761902e+00,1.818162027636614830e+00,2.078937892819713529e+00,2.383583558245616185e+00,2.748051305162114932e+00,3.205786531055502486e+00,3.892030383252818471e+00,5.115224888843152407e+00,7.960804519664419487e+00,1.422161356800060084e+01,1.777208614858273705e+01,2.010649747337563298e+01,1.974371494946804617e+01,1.963635098550211211e+01,0.000000000000000000e+00
3.465231784918437974e+00,4.331705737729396155e+00,5.156894894860913681e+00,5.997726976561216894e+00,6.882311151531736115e+00,7.802471957475647812e+00,8.735440561881809174e+00,9.656688585720074158e+00,1.053438284509115697e+01,1.133347060581039223e+01,1.202759062066923690e+01,1.234026309993180881e+01,1.176919351112162104e+01,8.582876679113525142e+00,8.851015044556928002e-01,6.807583913811877663e-01,1.659884585028853721e+00,9.628657251509827875e-01,1.657262859600738825e-01,0.000000000000000000e+00
2.812001417507450363e+00,3.457201909416734775e+00,3.972271087718827864e+00,4.441661408385224163e+00,4.866520532721929193e+00,5.232954308112863551e+00,5.537611994064024934e+00,5.758305497605440415e+00,5.893544787943135965e+00,5.943459893930019611e+00,5.914242029356598707e+00,5.940040191949748305e+00,6.233033336417244108e+00,7.391445613694776817e+00,9.571475126191877791e+00,7.465294848763423197e+00,4.579391355152161225e+00,9.482166373896298239e+00,1.408420413430154561e+01,0.000000000000000000e+00
5.555249049269070927e-01,7.034878088611582481e-01,8.429230965352694227e-01,9.929786427704275775e-01,1.158154279758173866e+00,1.339100323487868449e+00,1.540254144274675330e+00,1.763107892260450837e+00,2.019492129090976196e+00,2.321684696160441597e+00,2.694224271615614175e+00,3.249472646213160676e+00,4.244226201401811061e+00,6.554616652926628539e+00,1.178472709028375220e+01,1.438775186369640657e+01,1.742479064380233922e+01,1.309603079479228072e+01,1.517312703995142087e+01,0.000000000000000000e+00
2.360181067528038579e+00,2.728759364175248336e+00,2.978016179970330413e+00,3.201082627014639748e+00,3.416643741031060610e+00,3.630324220072130625e+00,3.851927501265419274e+00,4.081480856715717032e+00,4.325246374828072504e+00,4.579029514434939330e+00,4.835327292363545304e+00,5.185818730275088662e+00,5.809599587976309820e+00,7.276465738809950956e+00,9.670031392647228330e+00,7.422893772036204041e+00,3.290966677258330808e+00,5.855407373585559405e-01,3.162715380917440356e-04,0.000000000000000000e+00
1.777264815001474041e+00,2.171481338400083061e+00,2.470874024790918000e+00,2.727902945444699689e+00,2.941303440522328394e+00,3.103286132937360886e+00,3.210907013098144080e+00,3.254442131620479906e+00,3.234187780226763564e+00,3.154784946347851893e+00,3.030347886826101789e+00,2.924832214087363269e+00,2.957864294397061666e+00,3.382643906697056391e+00,4.269628610213043629e+00,3.378663466035697116e+00,2.343149414212646331e+00,4.236609190664324842e+00,5.537914631986438074e+00,0.000000000000000000e+00
1.032442194468845997e+00,1.282926360713964486e+00,1.498251272876795825e+00,1.710253857451434101e+00,1.921441601060374760e+00,2.125698233959857131e+00,2.322555212362101607e+00,2.500701409545456944e+00,2.657006772220746882e+00,2.787225915225275408e+00,2.883246526478652871e+00,3.015359452132324591e+00,3.275410230239510945e+00,4.010317152417438358e+00,5.302872227940159000e+00,4.089076598195431345e+00,2.237369440657639874e+00,5.248516594900933363e+00,8.556410191534043364e+00,0.000000000000000000e+00
