name,percent,loc,floc,local,app,lmemp,input
canneal_100,100.0,-1,154,False,,canneal,100,native
canneal_100,100.0,-1,167,False,,canneal,95,native
canneal_100,100.0,-1,168,False,,canneal,90,native
canneal_100,100.0,-1,182,False,,canneal,85,native
canneal_100,100.0,-1,208,False,,canneal,80,native
canneal_100,100.0,-1,213,False,,canneal,75,native
canneal_100,100.0,-1,222,False,,canneal,70,native
canneal_100,100.0,-1,224,False,,canneal,65,native
canneal_100,100.0,-1,227,False,,canneal,60,native
canneal_100,100.0,-1,236,False,,canneal,55,native
canneal_100,100.0,-1,239,False,,canneal,50,native
canneal_100,100.0,-1,242,False,,canneal,45,native
canneal_100,100.0,-1,253,False,,canneal,40,native
canneal_100,100.0,-1,274,False,,canneal,35,native
canneal_100,100.0,-1,299,False,,canneal,30,native
canneal_100,100.0,-1,293,False,,canneal,25,native
canneal_100,100.0,-1,300,False,,canneal,20,native
canneal_100,100.0,-1,309,False,,canneal,15,native
canneal_100,100.0,-1,317,False,,canneal,10,native
