name,percent,loc,floc,local,app,lmemp,input
dedup_100,100.0,-1,106,False,,dedup,100,native
dedup_100,100.0,-1,91,False,,dedup,95,native
dedup_100,100.0,-1,99,False,,dedup,90,native
dedup_100,100.0,-1,99,False,,dedup,85,native
dedup_100,100.0,-1,91,False,,dedup,80,native
dedup_100,100.0,-1,85,False,,dedup,75,native
dedup_100,100.0,-1,103,False,,dedup,70,native
dedup_100,100.0,-1,166,False,,dedup,65,native
dedup_100,100.0,-1,225,False,,dedup,60,native
dedup_100,100.0,-1,231,False,,dedup,55,native
dedup_100,100.0,-1,267,False,,dedup,50,native
dedup_100,100.0,-1,267,False,,dedup,45,native
dedup_100,100.0,-1,289,False,,dedup,40,native
dedup_100,100.0,-1,309,False,,dedup,30,native
dedup_100,100.0,-1,318,False,,dedup,25,native
dedup_100,100.0,-1,326,False,,dedup,20,native
dedup_100,100.0,-1,315,False,,dedup,15,native
dedup_100,100.0,-1,391,False,,dedup,5,native
