nconns,mpps,konamem,scores,system,app,background,transport,spin,nconns,threads,offered,achieved,p50,p90,p99,p999,p9999,distribution,TX_PULLED,RX_PULLED,IOK_SATURATION,RX_UNICAST_FAIL,n_faults,n_faults_r,n_faults_w,n_net_page_in,n_net_page_out,n_madvise,n_madvise_fail,n_rw_fault_q,n_page_dirty,n_faults_wp,n_flush_fail,n_evictions,n_afaults_r,n_afaults_w,n_afaults,malloc_size,mem_pressure,outstanding,PERF_EVICT_TOTAL,PERF_EVICT_WP,PERF_RDMA_WRITE,PERF_POLLER_READ,PERF_POLLER_UFFD_COPY,PERF_HANDLER_RW,PERF_PAGE_READ,PERF_EVICT_WRITE,PERF_HANDLER_FAULT,PERF_EVICT_MADVISE,PERF_HANDLER_MADV_NOTIF,PERF_HANDLER_FAULT_Q,rxpkt,txpkt,drops,cpupct,stolenpct,migratedpct,localschedpct,parks,rescheds,pf_retries
100,2,1000,4,shenango,memcached,None,udp,False,100,4,1994144,282801,inf,inf,inf,inf,inf,zero,282676,1992627,0.0169429130279,1709938,144422,143762,35,143609,658,143610,0,0,658,624,0,143610,139449,0,139489,1920991232,990143419,129,12638,9870,883,13309,7507,3075,1020549,8000,6577,10946,0,0,282821,282820,0,400.179437736,0,0,100,0,6223690,5766819
100,2,1200,4,shenango,memcached,None,udp,False,100,4,1995189,355745,inf,inf,inf,inf,inf,zero,351322,1956432,0.0222433541893,1605393,143367,142534,36,142346,835,142346,0,0,835,797,0,142346,138269,0,138319,1920991232,1188212326,129,12871,9872,836,13371,7537,3093,1029041,7614,6616,11064,0,96877,355265,355289,0,398.676811604,0,0,100,1,5067040,4530021
100,2,1400,4,shenango,memcached,None,udp,False,100,4,1994029,476268,inf,inf,inf,inf,inf,zero,475455,1982561,0.0185458677648,1507383,140953,139834,35,139602,3125,139720,0,1786,3125,1082,0,139720,135653,0,135720,1920991232,1386960896,129,13930,9729,813,13393,7654,3082,979462,7788,6305,10874,0,223288,471237,471241,0,400.193646639,0,0,100,0,3357878,2704535
100,2,1600,4,shenango,memcached,None,udp,False,100,4,1993523,747301,inf,inf,inf,inf,inf,zero,746974,1988366,0.0306962294956,1241669,139695,137970,34,137882,3448,138016,0,1608,3448,1691,0,138016,133846,0,133946,1920991232,1585726941,129,14103,9834,802,13301,7483,3095,898978,7923,6490,11096,0,220365,740926,740954,0,392.787327353,0,0,100,2,1317231,396363
100,2,1800,4,shenango,memcached,None,udp,False,100,4,1991096,1672194,inf,inf,inf,inf,inf,zero,1656396,1955855,0.0309278617549,299734,123882,120084,29,120109,8340,120261,0,3969,8340,3768,0,120261,116489,0,116511,1920991232,1789220454,39,16735,10853,802,12830,6891,3217,47781,7771,6679,12158,0,387009,1649443,1649456,0,390.235171164,0,0,100,6,2002963,23367
100,2,2000,4,shenango,memcached,None,udp,False,100,4,1990025,1989573,inf,inf,inf,inf,inf,zero,1983556,1983579,0.0374432235873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920991232,1920991232,0,0,0,0,0,0,0,0,0,0,0,0,0,1988710,1988710,0,346.155422376,0,0,100,15587,3041560,0
