name,percent,loc,floc,local,app,lmemp,input
dedup_100,100.0,-1,290,False,,dedup,5,native
dedup_100,100.0,-1,296,False,,dedup,10,native
dedup_100,100.0,-1,287,False,,dedup,15,native
dedup_100,100.0,-1,296,False,,dedup,20,native
dedup_100,100.0,-1,262,False,,dedup,25,native
dedup_100,100.0,-1,254,False,,dedup,30,native
dedup_100,100.0,-1,252,False,,dedup,35,native
dedup_100,100.0,-1,229,False,,dedup,40,native
dedup_100,100.0,-1,220,False,,dedup,45,native
dedup_100,100.0,-1,198,False,,dedup,50,native
dedup_100,100.0,-1,189,False,,dedup,55,native
dedup_100,100.0,-1,176,False,,dedup,60,native
dedup_100,100.0,-1,79,False,,dedup,65,native
dedup_100,100.0,-1,78,False,,dedup,75,native
dedup_100,100.0,-1,76,False,,dedup,80,native
dedup_100,100.0,-1,80,False,,dedup,85,native
dedup_100,100.0,-1,82,False,,dedup,90,native
dedup_100,100.0,-1,83,False,,dedup,95,native
dedup_100,100.0,-1,82,False,,dedup,100,native
