name,percent,loc,floc,local,app,lmemp,input
raytrace_100,100.0,-1,178,False,,raytrace,5,native
raytrace_100,100.0,-1,156,False,,raytrace,10,native
raytrace_100,100.0,-1,147,False,,raytrace,15,native
raytrace_100,100.0,-1,143,False,,raytrace,20,native
raytrace_100,100.0,-1,130,False,,raytrace,25,native
raytrace_100,100.0,-1,120,False,,raytrace,30,native
raytrace_100,100.0,-1,113,False,,raytrace,35,native
raytrace_100,100.0,-1,108,False,,raytrace,40,native
raytrace_100,100.0,-1,99,False,,raytrace,45,native
raytrace_100,100.0,-1,96,False,,raytrace,50,native
raytrace_100,100.0,-1,85,False,,raytrace,55,native
raytrace_100,100.0,-1,85,False,,raytrace,60,native
raytrace_100,100.0,-1,80,False,,raytrace,65,native
raytrace_100,100.0,-1,63,False,,raytrace,70,native
raytrace_100,100.0,-1,55,False,,raytrace,75,native
raytrace_100,100.0,-1,44,False,,raytrace,80,native
raytrace_100,100.0,-1,54,False,,raytrace,85,native
raytrace_100,100.0,-1,55,False,,raytrace,90,native
raytrace_100,100.0,-1,47,False,,raytrace,95,native
raytrace_100,100.0,-1,51,False,,raytrace,100,native
