name,percent,loc,floc,local,app,lmemp,input
facesim_95,95.0,-1,36,False,,facesim,100,simlarge
facesim_95,95.0,-1,41,False,,facesim,95,simlarge
facesim_95,95.0,-1,42,False,,facesim,90,simlarge
facesim_95,95.0,-1,47,False,,facesim,85,simlarge
facesim_95,95.0,-1,47,False,,facesim,80,simlarge
facesim_95,95.0,-1,46,False,,facesim,75,simlarge
facesim_95,95.0,-1,48,False,,facesim,70,simlarge
facesim_95,95.0,-1,58,False,,facesim,65,simlarge
facesim_95,95.0,-1,74,False,,facesim,60,simlarge
facesim_95,95.0,-1,84,False,,facesim,55,simlarge
facesim_95,95.0,-1,93,False,,facesim,50,simlarge
facesim_95,95.0,-1,96,False,,facesim,45,simlarge
facesim_95,95.0,-1,96,False,,facesim,40,simlarge
facesim_95,95.0,-1,98,False,,facesim,35,simlarge
facesim_95,95.0,-1,101,False,,facesim,30,simlarge
facesim_95,95.0,-1,105,False,,facesim,25,simlarge
facesim_95,95.0,-1,108,False,,facesim,20,simlarge
facesim_95,95.0,-1,111,False,,facesim,15,simlarge
facesim_95,95.0,-1,87,False,,facesim,10,simlarge
facesim_95,95.0,-1,103,False,,facesim,5,simlarge
