name,percent,loc,floc,local,app,lmemp,input
raytrace_95,95.0,-1,12,False,,raytrace,100,simlarge
raytrace_95,95.0,-1,14,False,,raytrace,100,simlarge
raytrace_95,95.0,-1,14,False,,raytrace,90,simlarge
raytrace_95,95.0,-1,14,False,,raytrace,85,simlarge
raytrace_95,95.0,-1,14,False,,raytrace,80,simlarge
raytrace_95,95.0,-1,14,False,,raytrace,75,simlarge
raytrace_95,95.0,-1,16,False,,raytrace,70,simlarge
raytrace_95,95.0,-1,15,False,,raytrace,65,simlarge
raytrace_95,95.0,-1,17,False,,raytrace,60,simlarge
raytrace_95,95.0,-1,17,False,,raytrace,55,simlarge
raytrace_95,95.0,-1,18,False,,raytrace,50,simlarge
raytrace_95,95.0,-1,20,False,,raytrace,45,simlarge
raytrace_95,95.0,-1,25,False,,raytrace,40,simlarge
raytrace_95,95.0,-1,26,False,,raytrace,35,simlarge
raytrace_95,95.0,-1,30,False,,raytrace,30,simlarge
raytrace_95,95.0,-1,34,False,,raytrace,25,simlarge
raytrace_95,95.0,-1,31,False,,raytrace,20,simlarge
raytrace_95,95.0,-1,34,False,,raytrace,15,simlarge
raytrace_95,95.0,-1,32,False,,raytrace,10,simlarge
raytrace_95,95.0,-1,33,False,,raytrace,5,simlarge
