name,percent,loc,floc,local,app,lmemp,input
fluidanimate_95,95.0,-1,3,False,,fluidanimate,100,simlarge
fluidanimate_95,95.0,-1,3,False,,fluidanimate,100,simlarge
fluidanimate_95,95.0,-1,3,False,,fluidanimate,95,simlarge
fluidanimate_95,95.0,-1,5,False,,fluidanimate,90,simlarge
fluidanimate_95,95.0,-1,6,False,,fluidanimate,85,simlarge
fluidanimate_95,95.0,-1,6,False,,fluidanimate,80,simlarge
fluidanimate_95,95.0,-1,6,False,,fluidanimate,75,simlarge
fluidanimate_95,95.0,-1,9,False,,fluidanimate,70,simlarge
fluidanimate_95,95.0,-1,10,False,,fluidanimate,65,simlarge
fluidanimate_95,95.0,-1,12,False,,fluidanimate,60,simlarge
fluidanimate_95,95.0,-1,11,False,,fluidanimate,55,simlarge
fluidanimate_95,95.0,-1,14,False,,fluidanimate,50,simlarge
fluidanimate_95,95.0,-1,14,False,,fluidanimate,45,simlarge
fluidanimate_95,95.0,-1,14,False,,fluidanimate,40,simlarge
fluidanimate_95,95.0,-1,12,False,,fluidanimate,35,simlarge
fluidanimate_95,95.0,-1,18,False,,fluidanimate,30,simlarge
fluidanimate_95,95.0,-1,18,False,,fluidanimate,25,simlarge
fluidanimate_95,95.0,-1,22,False,,fluidanimate,20,simlarge
fluidanimate_95,95.0,-1,23,False,,fluidanimate,15,simlarge
fluidanimate_95,95.0,-1,25,False,,fluidanimate,10,simlarge
fluidanimate_95,95.0,-1,26,False,,fluidanimate,5,simlarge
