name,percent,loc,floc,local,app,lmemp,input
canneal_100,100.0,-1,115,False,,canneal,100,simlarge
canneal_100,100.0,-1,116,False,,canneal,100,simlarge
canneal_100,100.0,-1,125,False,,canneal,95,simlarge
canneal_100,100.0,-1,156,False,,canneal,90,simlarge
canneal_100,100.0,-1,163,False,,canneal,85,simlarge
canneal_100,100.0,-1,186,False,,canneal,80,simlarge
canneal_100,100.0,-1,193,False,,canneal,75,simlarge
canneal_100,100.0,-1,209,False,,canneal,70,simlarge
canneal_100,100.0,-1,213,False,,canneal,65,simlarge
canneal_100,100.0,-1,227,False,,canneal,55,simlarge
canneal_100,100.0,-1,220,False,,canneal,50,simlarge
canneal_100,100.0,-1,240,False,,canneal,45,simlarge
canneal_100,100.0,-1,250,False,,canneal,40,simlarge
canneal_100,100.0,-1,259,False,,canneal,35,simlarge
canneal_100,100.0,-1,249,False,,canneal,30,simlarge
canneal_100,100.0,-1,271,False,,canneal,25,simlarge
canneal_100,100.0,-1,273,False,,canneal,20,simlarge
canneal_100,100.0,-1,295,False,,canneal,15,simlarge
canneal_100,100.0,-1,291,False,,canneal,10,simlarge
canneal_100,100.0,-1,323,False,,canneal,5,simlarge
