name,percent,loc,floc,local,app,lmemp,input
triangle-counting_10,100.0,-1,43,False,triangle-counting,10,native
triangle-counting_100,100.0,-1,0,False,triangle-counting,100,native
triangle-counting_15,100.0,-1,42,False,triangle-counting,15,native
triangle-counting_20,100.0,-1,42,False,triangle-counting,20,native
triangle-counting_25,100.0,-1,42,False,triangle-counting,25,native
triangle-counting_30,100.0,-1,41,False,triangle-counting,30,native
triangle-counting_35,100.0,-1,41,False,triangle-counting,35,native
triangle-counting_40,100.0,-1,42,False,triangle-counting,40,native
triangle-counting_45,100.0,-1,41,False,triangle-counting,45,native
triangle-counting_5,100.0,-1,41,False,triangle-counting,5,native
triangle-counting_50,100.0,-1,35,False,triangle-counting,50,native
triangle-counting_55,100.0,-1,35,False,triangle-counting,55,native
triangle-counting_60,100.0,-1,30,False,triangle-counting,60,native
triangle-counting_65,100.0,-1,31,False,triangle-counting,65,native
triangle-counting_70,100.0,-1,30,False,triangle-counting,70,native
triangle-counting_75,100.0,-1,29,False,triangle-counting,75,native
triangle-counting_80,100.0,-1,27,False,triangle-counting,80,native
triangle-counting_85,100.0,-1,27,False,triangle-counting,85,native
triangle-counting_90,100.0,-1,27,False,triangle-counting,90,native
triangle-counting_95,100.0,-1,27,False,triangle-counting,95,native
