name,percent,loc,floc,local,app,lmemp,input
dfs_10,95.0,-1,10,False,dfs,10,native
dfs_100,95.0,-1,0,False,dfs,100,native
dfs_15,95.0,-1,10,False,dfs,15,native
dfs_20,95.0,-1,9,False,dfs,20,native
dfs_25,95.0,-1,9,False,dfs,25,native
dfs_30,95.0,-1,9,False,dfs,30,native
dfs_35,95.0,-1,9,False,dfs,35,native
dfs_40,95.0,-1,9,False,dfs,40,native
dfs_45,95.0,-1,5,False,dfs,45,native
dfs_5,95.0,-1,11,False,dfs,5,native
dfs_50,95.0,-1,5,False,dfs,50,native
dfs_55,95.0,-1,5,False,dfs,55,native
dfs_60,95.0,-1,5,False,dfs,60,native
dfs_65,95.0,-1,5,False,dfs,65,native
dfs_70,95.0,-1,4,False,dfs,70,native
dfs_75,95.0,-1,4,False,dfs,75,native
dfs_80,95.0,-1,4,False,dfs,80,native
dfs_85,95.0,-1,4,False,dfs,85,native
dfs_90,95.0,-1,2,False,dfs,90,native
dfs_95,95.0,-1,1,False,dfs,95,native
