name,percent,loc,floc,local,app,lmemp,input
sssp_10,95.0,-1,4,False,sssp,10,native
sssp_100,95.0,-1,0,False,sssp,100,native
sssp_15,95.0,-1,4,False,sssp,15,native
sssp_20,95.0,-1,4,False,sssp,20,native
sssp_25,95.0,-1,4,False,sssp,25,native
sssp_30,95.0,-1,4,False,sssp,30,native
sssp_35,95.0,-1,4,False,sssp,35,native
sssp_40,95.0,-1,4,False,sssp,40,native
sssp_45,95.0,-1,4,False,sssp,45,native
sssp_5,95.0,-1,5,False,sssp,5,native
sssp_50,95.0,-1,4,False,sssp,50,native
sssp_55,95.0,-1,4,False,sssp,55,native
sssp_60,95.0,-1,4,False,sssp,60,native
sssp_65,95.0,-1,4,False,sssp,65,native
sssp_70,95.0,-1,4,False,sssp,70,native
sssp_75,95.0,-1,4,False,sssp,75,native
sssp_80,95.0,-1,4,False,sssp,80,native
sssp_85,95.0,-1,4,False,sssp,85,native
sssp_90,95.0,-1,4,False,sssp,90,native
sssp_95,95.0,-1,17,False,sssp,95,native
