name,percent,loc,floc,local,app,lmemp,input
apsp_10,95.0,-1,4,False,apsp,10,native
apsp_100,95.0,-1,0,False,apsp,100,native
apsp_15,95.0,-1,4,False,apsp,15,native
apsp_20,95.0,-1,4,False,apsp,20,native
apsp_25,95.0,-1,4,False,apsp,25,native
apsp_30,95.0,-1,5,False,apsp,30,native
apsp_35,95.0,-1,5,False,apsp,35,native
apsp_40,95.0,-1,5,False,apsp,40,native
apsp_45,95.0,-1,5,False,apsp,45,native
apsp_5,95.0,-1,4,False,apsp,5,native
apsp_50,95.0,-1,5,False,apsp,50,native
apsp_55,95.0,-1,8,False,apsp,55,native
apsp_60,95.0,-1,7,False,apsp,60,native
apsp_65,95.0,-1,5,False,apsp,65,native
apsp_70,95.0,-1,5,False,apsp,70,native
apsp_75,95.0,-1,5,False,apsp,75,native
apsp_80,95.0,-1,5,False,apsp,80,native
apsp_85,95.0,-1,5,False,apsp,85,native
apsp_90,95.0,-1,5,False,apsp,90,native
apsp_95,95.0,-1,4,False,apsp,95,native
