name,percent,loc,floc,local,app,lmemp,input
bfs_10,95.0,-1,12,False,bfs,10,native
bfs_100,95.0,-1,0,False,bfs,100,native
bfs_15,95.0,-1,12,False,bfs,15,native
bfs_20,95.0,-1,12,False,bfs,20,native
bfs_25,95.0,-1,13,False,bfs,25,native
bfs_30,95.0,-1,14,False,bfs,30,native
bfs_35,95.0,-1,13,False,bfs,35,native
bfs_40,95.0,-1,14,False,bfs,40,native
bfs_45,95.0,-1,10,False,bfs,45,native
bfs_5,95.0,-1,12,False,bfs,5,native
bfs_50,95.0,-1,7,False,bfs,50,native
bfs_55,95.0,-1,7,False,bfs,55,native
bfs_60,95.0,-1,7,False,bfs,60,native
bfs_65,95.0,-1,7,False,bfs,65,native
bfs_70,95.0,-1,6,False,bfs,70,native
bfs_75,95.0,-1,6,False,bfs,75,native
bfs_80,95.0,-1,4,False,bfs,80,native
bfs_85,95.0,-1,5,False,bfs,85,native
bfs_90,95.0,-1,4,False,bfs,90,native
bfs_95,95.0,-1,1,False,bfs,95,native
