name,percent,loc,floc,local,app,lmemp,input
vips_100,100.0,-1,0,False,vips,100,native
vips_100,100.0,-1,58,False,vips,95,native
vips_100,100.0,-1,185,False,vips,90,native
vips_100,100.0,-1,278,False,vips,85,native
vips_100,100.0,-1,342,False,vips,80,native
vips_100,100.0,-1,387,False,vips,75,native
vips_100,100.0,-1,433,False,vips,70,native
vips_100,100.0,-1,414,False,vips,65,native
vips_100,100.0,-1,428,False,vips,60,native
vips_100,100.0,-1,426,False,vips,55,native
vips_100,100.0,-1,506,False,vips,50,native
vips_100,100.0,-1,546,False,vips,45,native
vips_100,100.0,-1,568,False,vips,40,native
vips_100,100.0,-1,600,False,vips,35,native
vips_100,100.0,-1,676,False,vips,30,native
vips_100,100.0,-1,772,False,vips,25,native
vips_100,100.0,-1,716,False,vips,20,native
vips_100,100.0,-1,798,False,vips,15,native
vips_100,100.0,-1,809,False,vips,10,native
vips_100,100.0,-1,994,False,vips,5,native
