name,percent,loc,floc,local,app,lmemp,input
dedup_100,100.0,-1,0,False,dedup,100,native
dedup_100,100.0,-1,0,False,dedup,95,native
dedup_100,100.0,-1,0,False,dedup,90,native
dedup_100,100.0,-1,37,False,dedup,85,native
dedup_100,100.0,-1,34,False,dedup,80,native
dedup_100,100.0,-1,33,False,dedup,75,native
dedup_100,100.0,-1,34,False,dedup,70,native
dedup_100,100.0,-1,36,False,dedup,65,native
dedup_100,100.0,-1,31,False,dedup,60,native
dedup_100,100.0,-1,31,False,dedup,55,native
dedup_100,100.0,-1,185,False,dedup,50,native
dedup_100,100.0,-1,224,False,dedup,45,native
dedup_100,100.0,-1,263,False,dedup,40,native
dedup_100,100.0,-1,276,False,dedup,35,native
dedup_100,100.0,-1,320,False,dedup,30,native
dedup_100,100.0,-1,310,False,dedup,25,native
dedup_100,100.0,-1,310,False,dedup,20,native
dedup_100,100.0,-1,362,False,dedup,15,native
dedup_100,100.0,-1,411,False,dedup,10,native
dedup_100,100.0,-1,432,False,dedup,5,native
