name,percent,loc,floc,local,app,lmemp,input
triangle-counting_10,95.0,-1,6,False,triangle-counting,10,native
triangle-counting_100,95.0,-1,2,False,triangle-counting,100,native
triangle-counting_20,95.0,-1,5,False,triangle-counting,20,native
triangle-counting_30,95.0,-1,5,False,triangle-counting,30,native
triangle-counting_40,95.0,-1,4,False,triangle-counting,40,native
triangle-counting_50,95.0,-1,3,False,triangle-counting,50,native
triangle-counting_60,95.0,-1,3,False,triangle-counting,60,native
triangle-counting_70,95.0,-1,4,False,triangle-counting,70,native
triangle-counting_80,95.0,-1,4,False,triangle-counting,80,native
triangle-counting_90,95.0,-1,4,False,triangle-counting,90,native
