name,percent,loc,floc,local,app,lmemp,input
raytrace_100,100.0,-1,48,False,,raytrace,100,native
raytrace_100,100.0,-1,48,False,,raytrace,95,native
raytrace_100,100.0,-1,50,False,,raytrace,90,native
raytrace_100,100.0,-1,44,False,,raytrace,85,native
raytrace_100,100.0,-1,51,False,,raytrace,80,native
raytrace_100,100.0,-1,52,False,,raytrace,75,native
raytrace_100,100.0,-1,85,False,,raytrace,70,native
raytrace_100,100.0,-1,88,False,,raytrace,65,native
raytrace_100,100.0,-1,92,False,,raytrace,60,native
raytrace_100,100.0,-1,99,False,,raytrace,55,native
raytrace_100,100.0,-1,105,False,,raytrace,50,native
raytrace_100,100.0,-1,128,False,,raytrace,45,native
raytrace_100,100.0,-1,133,False,,raytrace,40,native
raytrace_100,100.0,-1,152,False,,raytrace,35,native
raytrace_100,100.0,-1,175,False,,raytrace,30,native
raytrace_100,100.0,-1,184,False,,raytrace,25,native
raytrace_100,100.0,-1,191,False,,raytrace,20,native
raytrace_100,100.0,-1,206,False,,raytrace,15,native
raytrace_100,100.0,-1,213,False,,raytrace,10,native
raytrace_100,100.0,-1,229,False,,raytrace,5,native
